CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,Country,AvgOrderValue,ItemsPerOrder,Cluster,Segment
17229.0,246,2,308.81,184,38,United Kingdom,154.405,92.0,1,Recent Engaged Customers
17230.0,312,6,1657.1,602,40,United Kingdom,276.18333333333334,100.33333333333331,1,Recent Engaged Customers
17231.0,128,10,2739.57,1570,274,United Kingdom,273.957,157.0,1,Recent Engaged Customers
17232.0,152,2,417.77,202,30,United Kingdom,208.885,101.0,1,Recent Engaged Customers
17233.0,244,1,139.32,97,23,United Kingdom,139.32,97.0,0,At-Risk Customers
17234.0,66,1,114.04,52,13,United Kingdom,114.04,52.0,1,Recent Engaged Customers
17235.0,667,2,500.56,194,23,United Kingdom,250.28,97.0,0,At-Risk Customers
17236.0,37,6,787.58,374,83,United Kingdom,131.26333333333335,62.333333333333336,1,Recent Engaged Customers
17237.0,698,2,314.69,105,18,United Kingdom,157.345,52.5,0,At-Risk Customers
17238.0,30,17,3399.45,1711,283,United Kingdom,199.96764705882356,100.6470588235294,1,Recent Engaged Customers
17239.0,698,1,342.70000000000005,146,13,United Kingdom,342.70000000000005,146.0,0,At-Risk Customers
17242.0,5,2,915.04,435,28,United Kingdom,457.52,217.5,1,Recent Engaged Customers
17243.0,30,26,6671.74,2539,159,United Kingdom,256.6053846153846,97.65384615384616,1,Recent Engaged Customers
17244.0,698,1,532.53,299,24,United Kingdom,532.53,299.0,0,At-Risk Customers
17245.0,698,1,171.45,75,9,United Kingdom,171.45,75.0,0,At-Risk Customers
17247.0,698,1,214.24,100,48,United Kingdom,214.24,100.0,0,At-Risk Customers
17248.0,33,1,277.85,165,67,United Kingdom,277.85,165.0,1,Recent Engaged Customers
17250.0,182,2,282.62,158,51,United Kingdom,141.31,79.0,1,Recent Engaged Customers
17251.0,364,1,244.33,105,35,United Kingdom,244.33,105.0,0,At-Risk Customers
17252.0,188,2,319.06,189,83,United Kingdom,159.53,94.5,1,Recent Engaged Customers
17253.0,698,1,128.91,39,14,United Kingdom,128.91,39.0,0,At-Risk Customers
17254.0,213,2,235.04,214,98,United Kingdom,117.52,107.0,1,Recent Engaged Customers
17255.0,698,2,269.35,184,67,United Kingdom,134.675,92.0,0,At-Risk Customers
17256.0,698,2,150.29999999999998,95,12,United Kingdom,75.14999999999999,47.5,0,At-Risk Customers
17259.0,547,2,548.73,356,101,United Kingdom,274.365,178.0,0,At-Risk Customers
17262.0,486,3,399.76,71,8,United Kingdom,133.25333333333333,23.666666666666668,0,At-Risk Customers
17263.0,698,1,63.440000000000005,36,23,United Kingdom,63.440000000000005,36.0,0,At-Risk Customers
17265.0,5,2,529.01,387,104,United Kingdom,264.505,193.5,1,Recent Engaged Customers
17266.0,152,3,257.78,149,57,United Kingdom,85.92666666666666,49.66666666666666,1,Recent Engaged Customers
17267.0,247,2,249.7,104,36,United Kingdom,124.85,52.0,1,Recent Engaged Customers
17268.0,4,1,35.0,28,2,United Kingdom,35.0,28.0,1,Recent Engaged Customers
17272.0,698,3,1884.57,1404,65,United Kingdom,628.1899999999999,468.0,0,At-Risk Customers
17274.0,244,1,81.25999999999999,45,23,United Kingdom,81.25999999999999,45.0,0,At-Risk Customers
17277.0,698,2,988.65,422,64,United Kingdom,494.325,211.0,0,At-Risk Customers
17278.0,7,1,206.09,178,14,United Kingdom,206.09,178.0,1,Recent Engaged Customers
17279.0,698,1,25.43,12,5,United Kingdom,25.43,12.0,0,At-Risk Customers
17282.0,698,2,363.2,192,70,United Kingdom,181.6,96.0,0,At-Risk Customers
17284.0,33,6,1586.08,1256,224,United Kingdom,264.34666666666664,209.33333333333331,1,Recent Engaged Customers
17286.0,698,1,142.87,116,43,United Kingdom,142.87,116.0,0,At-Risk Customers
17287.0,341,7,742.76,490,80,United Kingdom,106.10857142857142,70.0,1,Recent Engaged Customers
17288.0,341,6,846.75,641,108,United Kingdom,141.125,106.83333333333331,0,At-Risk Customers
17289.0,5,3,918.52,512,85,United Kingdom,306.17333333333335,170.66666666666666,1,Recent Engaged Customers
17290.0,182,2,458.89,297,87,United Kingdom,229.445,148.5,1,Recent Engaged Customers
17293.0,1,8,1387.14,810,86,United Kingdom,173.3925,101.25,1,Recent Engaged Customers
17295.0,30,3,431.92,249,48,United Kingdom,143.97333333333333,83.0,1,Recent Engaged Customers
17297.0,698,1,99.78,62,46,United Kingdom,99.78,62.0,0,At-Risk Customers
17298.0,156,2,286.58,199,25,United Kingdom,143.29,99.5,1,Recent Engaged Customers
17299.0,32,4,532.25,508,46,United Kingdom,133.0625,127.0,1,Recent Engaged Customers
17301.0,698,1,152.84,136,58,United Kingdom,152.84,136.0,0,At-Risk Customers
17302.0,94,5,1060.38,568,65,United Kingdom,212.076,113.6,1,Recent Engaged Customers
17303.0,698,1,216.09,141,50,United Kingdom,216.09,141.0,0,At-Risk Customers
17306.0,698,3,109.92,32,2,United Kingdom,36.64,10.666666666666666,0,At-Risk Customers
17309.0,216,1,82.75,41,11,United Kingdom,82.75,41.0,1,Recent Engaged Customers
17311.0,698,2,793.84,466,41,United Kingdom,396.92,233.0,0,At-Risk Customers
17312.0,157,2,104.3,60,10,United Kingdom,52.150000000000006,30.0,1,Recent Engaged Customers
17313.0,122,1,577.8000000000001,146,6,United Kingdom,577.8000000000001,146.0,1,Recent Engaged Customers
17314.0,1,8,2211.14,1336,111,United Kingdom,276.3925,167.0,1,Recent Engaged Customers
17315.0,6,36,4268.54,2307,239,United Kingdom,118.57055555555556,64.08333333333333,1,Recent Engaged Customers
17320.0,547,3,1054.38,516,53,United Kingdom,351.46000000000004,172.0,0,At-Risk Customers
17321.0,276,2,525.14,317,87,United Kingdom,262.57,158.5,0,At-Risk Customers
17323.0,92,7,906.52,760,125,United Kingdom,129.50285714285715,108.57142857142856,1,Recent Engaged Customers
17324.0,10,4,414.84,390,33,United Kingdom,103.71,97.5,1,Recent Engaged Customers
17325.0,252,1,96.8,60,6,United Kingdom,96.8,60.0,0,At-Risk Customers
17329.0,698,2,523.11,142,29,United Kingdom,261.555,71.0,0,At-Risk Customers
17330.0,276,2,273.9,48,3,United Kingdom,136.95,24.0,0,At-Risk Customers
17333.0,698,1,479.13,339,27,United Kingdom,479.13,339.0,0,At-Risk Customers
17334.0,70,2,215.82,157,9,United Kingdom,107.91,78.5,1,Recent Engaged Customers
17337.0,6,4,1705.76,1187,400,United Kingdom,426.44,296.75,1,Recent Engaged Customers
17338.0,10,8,5957.06,2939,378,United Kingdom,744.6325,367.375,1,Recent Engaged Customers
17339.0,185,2,199.2,56,7,United Kingdom,99.6,28.0,1,Recent Engaged Customers
17340.0,33,11,9687.7,4240,199,United Kingdom,880.7,385.45454545454544,1,Recent Engaged Customers
17341.0,187,3,532.2,315,141,United Kingdom,177.4,105.0,1,Recent Engaged Customers
17343.0,698,1,176.69,55,16,United Kingdom,176.69,55.0,0,At-Risk Customers
17344.0,698,1,132.62,63,30,United Kingdom,132.62,63.0,0,At-Risk Customers
17345.0,155,4,415.79,243,66,United Kingdom,103.9475,60.75,1,Recent Engaged Customers
17346.0,1,15,2262.29,1550,279,United Kingdom,150.81933333333333,103.33333333333331,1,Recent Engaged Customers
17348.0,30,5,993.64,967,169,United Kingdom,198.728,193.4,1,Recent Engaged Customers
17349.0,698,1,43.0,51,6,United Kingdom,43.0,51.0,0,At-Risk Customers
17350.0,333,4,952.0,650,61,United Kingdom,238.0,162.5,0,At-Risk Customers
17351.0,38,3,577.2,112,21,United Kingdom,192.4,37.333333333333336,1,Recent Engaged Customers
17354.0,698,1,56.690000000000005,65,4,United Kingdom,56.690000000000005,65.0,0,At-Risk Customers
17356.0,343,1,178.22,166,19,United Kingdom,178.22,166.0,0,At-Risk Customers
17357.0,698,2,347.54,149,38,United Kingdom,173.77,74.5,0,At-Risk Customers
17358.0,100,2,342.36,188,53,United Kingdom,171.18,94.0,1,Recent Engaged Customers
17359.0,698,1,64.4,51,12,United Kingdom,64.4,51.0,0,At-Risk Customers
17360.0,127,3,518.59,323,108,United Kingdom,172.86333333333334,107.66666666666669,1,Recent Engaged Customers
17361.0,188,3,438.8,153,22,United Kingdom,146.26666666666668,51.0,1,Recent Engaged Customers
17362.0,284,2,276.28,190,29,United Kingdom,138.14,95.0,0,At-Risk Customers
17364.0,10,11,3837.74,2337,275,United Kingdom,348.8854545454546,212.45454545454547,1,Recent Engaged Customers
17365.0,40,8,3801.78,3084,256,United Kingdom,475.2225,385.5,1,Recent Engaged Customers
17367.0,698,1,148.61,112,31,United Kingdom,148.61,112.0,0,At-Risk Customers
17368.0,153,7,646.39,383,77,United Kingdom,92.34142857142857,54.71428571428572,1,Recent Engaged Customers
17370.0,124,4,398.22,418,27,United Kingdom,99.555,104.5,1,Recent Engaged Customers
17371.0,698,3,284.65,112,74,United Kingdom,94.88333333333333,37.333333333333336,0,At-Risk Customers
17372.0,62,8,1259.1,705,208,United Kingdom,157.38750000000002,88.125,1,Recent Engaged Customers
17373.0,698,4,646.92,408,47,United Kingdom,161.73,102.0,0,At-Risk Customers
17374.0,220,2,458.87,81,22,United Kingdom,229.435,40.5,1,Recent Engaged Customers
17375.0,698,3,362.79,328,59,United Kingdom,120.93,109.33333333333331,0,At-Risk Customers
17376.0,343,2,193.25,85,22,United Kingdom,96.625,42.5,0,At-Risk Customers
17377.0,32,20,3500.27,1948,186,United Kingdom,175.0135,97.4,1,Recent Engaged Customers
17379.0,698,1,342.16,331,67,United Kingdom,342.16,331.0,0,At-Risk Customers
17381.0,34,5,632.31,185,8,United Kingdom,126.462,37.0,1,Recent Engaged Customers
17382.0,215,1,50.400000000000006,24,1,United Kingdom,50.400000000000006,24.0,1,Recent Engaged Customers
17383.0,213,1,193.39,148,49,United Kingdom,193.39,148.0,1,Recent Engaged Customers
17384.0,250,2,122.2,52,12,United Kingdom,61.1,26.0,1,Recent Engaged Customers
17385.0,698,1,246.16,196,41,United Kingdom,246.16,196.0,0,At-Risk Customers
17386.0,302,3,154.70000000000002,66,8,United Kingdom,51.56666666666667,22.0,0,At-Risk Customers
17387.0,183,2,591.82,379,62,United Kingdom,295.91,189.5,1,Recent Engaged Customers
17388.0,698,2,128.48,56,9,United Kingdom,64.24,28.0,0,At-Risk Customers
17389.0,10,27,2992.88,902,29,United Kingdom,110.84740740740742,33.407407407407405,1,Recent Engaged Customers
17392.0,192,2,340.47,273,49,United Kingdom,170.235,136.5,1,Recent Engaged Customers
17394.0,250,1,38.4,24,2,United Kingdom,38.4,24.0,0,At-Risk Customers
17396.0,639,3,475.9500000000001,77,4,United Kingdom,158.65,25.666666666666668,0,At-Risk Customers
17397.0,698,2,637.51,246,85,United Kingdom,318.755,123.0,0,At-Risk Customers
17398.0,698,3,426.48,288,25,United Kingdom,142.16,96.0,0,At-Risk Customers
17400.0,217,5,1713.17,929,157,United Kingdom,342.634,185.8,1,Recent Engaged Customers
17402.0,91,10,745.91,264,28,United Kingdom,74.591,26.4,1,Recent Engaged Customers
17403.0,275,1,253.97,110,31,United Kingdom,253.97,110.0,0,At-Risk Customers
17404.0,6,8,1238.14,434,30,Sweden,154.7675,54.25,1,Recent Engaged Customers
17405.0,4,3,847.86,708,69,United Kingdom,282.62,236.0,1,Recent Engaged Customers
17406.0,71,2,1177.12,650,87,United Kingdom,588.56,325.0,1,Recent Engaged Customers
17409.0,127,2,402.85,73,9,United Kingdom,201.425,36.5,1,Recent Engaged Customers
17410.0,1,5,1011.57,471,52,United Kingdom,202.314,94.2,1,Recent Engaged Customers
17411.0,698,3,745.6,272,37,United Kingdom,248.53333333333333,90.66666666666669,0,At-Risk Customers
17412.0,31,7,1178.74,612,43,United Kingdom,168.39142857142858,87.42857142857143,1,Recent Engaged Customers
17414.0,127,1,28.0,60,3,United Kingdom,28.0,60.0,1,Recent Engaged Customers
17415.0,698,1,138.44,100,8,United Kingdom,138.44,100.0,0,At-Risk Customers
17416.0,61,6,4808.28,2602,162,United Kingdom,801.38,433.6666666666667,1,Recent Engaged Customers
17418.0,698,2,463.46,289,29,United Kingdom,231.73,144.5,0,At-Risk Customers
17419.0,130,12,3652.32,1822,136,United Kingdom,304.36,151.83333333333334,1,Recent Engaged Customers
17420.0,698,3,485.08,256,23,United Kingdom,161.69333333333333,85.33333333333333,0,At-Risk Customers
17422.0,5,6,1609.85,1429,85,United Kingdom,268.30833333333334,238.16666666666663,1,Recent Engaged Customers
17423.0,189,2,425.29,283,23,United Kingdom,212.645,141.5,1,Recent Engaged Customers
17425.0,62,1,688.97,371,42,United Kingdom,688.97,371.0,1,Recent Engaged Customers
17426.0,93,6,4070.19,2755,158,United Kingdom,678.365,459.1666666666667,1,Recent Engaged Customers
17427.0,698,1,100.8,34,2,United Kingdom,100.8,34.0,0,At-Risk Customers
17428.0,7,25,6616.59,2770,179,United Kingdom,264.66360000000003,110.8,1,Recent Engaged Customers
17429.0,158,3,434.12,420,31,United Kingdom,144.70666666666668,140.0,1,Recent Engaged Customers
17430.0,153,2,242.36,154,13,United Kingdom,121.18,77.0,1,Recent Engaged Customers
17431.0,698,1,372.7,256,40,United Kingdom,372.7,256.0,0,At-Risk Customers
17432.0,303,2,365.76,207,44,United Kingdom,182.88,103.5,0,At-Risk Customers
17433.0,2,1,283.26,183,51,United Kingdom,283.26,183.0,1,Recent Engaged Customers
17434.0,152,7,2037.62,1392,87,United Kingdom,291.08857142857147,198.8571428571429,1,Recent Engaged Customers
17436.0,121,2,216.3,90,7,United Kingdom,108.15,45.0,1,Recent Engaged Customers
17438.0,698,1,346.65000000000003,99,15,United Kingdom,346.65000000000003,99.0,0,At-Risk Customers
17440.0,190,2,22.62,42,2,United Kingdom,11.31,21.0,1,Recent Engaged Customers
17442.0,64,6,2116.09,1437,91,United Kingdom,352.6816666666667,239.5,1,Recent Engaged Customers
17444.0,34,2,1789.94,1398,108,Canada,894.97,699.0,1,Recent Engaged Customers
17446.0,312,2,120.9,198,6,United Kingdom,60.45,99.0,0,At-Risk Customers
17447.0,698,2,541.53,443,33,United Kingdom,270.765,221.5,0,At-Risk Customers
17449.0,152,7,2318.51,1100,168,United Kingdom,331.21571428571434,157.14285714285714,1,Recent Engaged Customers
17450.0,40,11,5018.14,1202,70,United Kingdom,456.1945454545455,109.27272727272728,1,Recent Engaged Customers
17451.0,121,7,1638.8,1003,77,United Kingdom,234.1142857142857,143.28571428571428,1,Recent Engaged Customers
17453.0,184,2,473.97,218,18,United Kingdom,236.985,109.0,1,Recent Engaged Customers
17454.0,698,4,467.78,238,55,United Kingdom,116.945,59.5,0,At-Risk Customers
17455.0,698,1,111.8,64,7,United Kingdom,111.8,64.0,0,At-Risk Customers
17456.0,455,1,219.62,150,15,United Kingdom,219.62,150.0,0,At-Risk Customers
17457.0,217,4,216.49,107,7,United Kingdom,54.1225,26.75,1,Recent Engaged Customers
17458.0,698,1,316.5,170,52,United Kingdom,316.5,170.0,0,At-Risk Customers
17459.0,62,2,559.64,424,83,United Kingdom,279.82,212.0,1,Recent Engaged Customers
17460.0,185,5,549.98,229,16,United Kingdom,109.996,45.8,1,Recent Engaged Customers
17461.0,61,3,677.61,635,100,United Kingdom,225.87,211.66666666666663,1,Recent Engaged Customers
17462.0,62,2,628.94,222,22,United Kingdom,314.47,111.0,1,Recent Engaged Customers
17463.0,698,5,1673.11,1067,156,United Kingdom,334.622,213.4,0,At-Risk Customers
17464.0,248,1,248.2,76,8,United Kingdom,248.2,76.0,0,At-Risk Customers
17466.0,698,2,564.08,290,34,United Kingdom,282.04,145.0,0,At-Risk Customers
17468.0,698,2,137.0,116,5,United Kingdom,68.5,58.0,0,At-Risk Customers
17469.0,218,5,1791.37,779,58,United Kingdom,358.274,155.8,1,Recent Engaged Customers
17470.0,189,5,813.91,871,51,United Kingdom,162.78199999999998,174.2,1,Recent Engaged Customers
17472.0,339,3,672.04,452,139,United Kingdom,224.0133333333333,150.66666666666666,0,At-Risk Customers
17475.0,698,1,194.37,178,14,United Kingdom,194.37,178.0,0,At-Risk Customers
17480.0,698,1,511.82,338,29,United Kingdom,511.82,338.0,0,At-Risk Customers
17481.0,155,4,1108.46,742,63,United Kingdom,277.115,185.5,1,Recent Engaged Customers
17483.0,96,3,414.04,191,18,United Kingdom,138.01333333333335,63.66666666666666,1,Recent Engaged Customers
17486.0,698,1,376.97,189,23,United Kingdom,376.97,189.0,0,At-Risk Customers
17489.0,1,2,361.52,392,27,United Kingdom,180.76,196.0,1,Recent Engaged Customers
17490.0,90,7,1169.33,637,54,United Kingdom,167.04714285714286,91.0,1,Recent Engaged Customers
17491.0,121,10,2333.23,1199,63,United Kingdom,233.323,119.9,1,Recent Engaged Customers
17492.0,221,1,336.32,152,11,United Kingdom,336.32,152.0,1,Recent Engaged Customers
17495.0,302,2,448.16,224,18,United Kingdom,224.08,112.0,0,At-Risk Customers
17496.0,698,1,251.1,78,9,United Kingdom,251.1,78.0,0,At-Risk Customers
17498.0,698,1,235.74,202,15,United Kingdom,235.74,202.0,0,At-Risk Customers
17499.0,698,1,460.1,525,34,United Kingdom,460.1,525.0,0,At-Risk Customers
17500.0,61,1,33.0,4,2,United Kingdom,33.0,4.0,1,Recent Engaged Customers
17501.0,281,2,275.85,159,17,United Kingdom,137.925,79.5,0,At-Risk Customers
17502.0,61,4,633.36,326,23,United Kingdom,158.34,81.5,1,Recent Engaged Customers
17503.0,152,2,511.91,447,33,United Kingdom,255.955,223.5,1,Recent Engaged Customers
17504.0,189,9,2003.62,1187,95,United Kingdom,222.62444444444444,131.88888888888889,1,Recent Engaged Customers
17505.0,338,2,1006.94,542,45,United Kingdom,503.47,271.0,0,At-Risk Customers
17506.0,698,1,302.2,139,14,United Kingdom,302.2,139.0,0,At-Risk Customers
17507.0,284,2,574.73,356,76,United Kingdom,287.365,178.0,0,At-Risk Customers
17508.0,252,1,387.31,289,22,Greece,387.31,289.0,0,At-Risk Customers
17509.0,62,8,6083.64,3512,75,United Kingdom,760.455,439.0,1,Recent Engaged Customers
17510.0,698,1,282.98,212,19,United Kingdom,282.98,212.0,0,At-Risk Customers
17511.0,7,28,13577.22,5465,157,United Kingdom,484.9007142857144,195.17857142857144,1,Recent Engaged Customers
17512.0,39,8,1750.91,1041,57,United Kingdom,218.86375,130.125,1,Recent Engaged Customers
17513.0,698,1,140.39999999999998,58,3,United Kingdom,140.39999999999998,58.0,0,At-Risk Customers
17514.0,278,1,200.15,134,39,United Kingdom,200.15,134.0,0,At-Risk Customers
17515.0,122,4,427.62,225,39,United Kingdom,106.905,56.25,1,Recent Engaged Customers
17516.0,3,5,651.71,359,106,United Kingdom,130.342,71.8,1,Recent Engaged Customers
17517.0,253,1,128.44,100,10,United Kingdom,128.44,100.0,0,At-Risk Customers
17519.0,547,6,1199.8,584,52,United Kingdom,199.96666666666667,97.33333333333331,0,At-Risk Customers
17520.0,698,1,441.29,309,25,United Kingdom,441.29,309.0,0,At-Risk Customers
17521.0,61,3,684.59,469,37,United Kingdom,228.1966666666667,156.33333333333334,1,Recent Engaged Customers
17522.0,96,5,649.76,548,51,United Kingdom,129.952,109.6,1,Recent Engaged Customers
17523.0,698,2,263.43,143,23,United Kingdom,131.715,71.5,0,At-Risk Customers
17524.0,698,1,145.0,90,6,United Kingdom,145.0,90.0,0,At-Risk Customers
17525.0,698,1,422.7000000000001,82,9,United Kingdom,422.7000000000001,82.0,0,At-Risk Customers
17526.0,213,4,310.6,114,11,United Kingdom,77.65,28.5,1,Recent Engaged Customers
17527.0,220,4,712.4200000000001,467,40,United Kingdom,178.10500000000002,116.75,1,Recent Engaged Customers
17528.0,1,8,2802.66,1897,167,United Kingdom,350.3325,237.125,1,Recent Engaged Customers
17530.0,121,10,2128.64,1380,296,United Kingdom,212.864,138.0,1,Recent Engaged Customers
17531.0,308,1,296.7,136,14,United Kingdom,296.7,136.0,0,At-Risk Customers
17534.0,698,1,223.36,103,9,United Kingdom,223.36,103.0,0,At-Risk Customers
17535.0,252,1,164.4,136,13,United Kingdom,164.4,136.0,0,At-Risk Customers
17537.0,61,2,777.16,458,67,United Kingdom,388.58,229.0,1,Recent Engaged Customers
17538.0,698,1,92.66,86,8,United Kingdom,92.66,86.0,0,At-Risk Customers
17540.0,698,2,544.9,190,19,United Kingdom,272.45,95.0,0,At-Risk Customers
17542.0,698,1,141.55,131,21,United Kingdom,141.55,131.0,0,At-Risk Customers
17545.0,698,3,434.39,285,114,United Kingdom,144.79666666666665,95.0,0,At-Risk Customers
17548.0,698,1,103.3,58,5,United Kingdom,103.3,58.0,0,At-Risk Customers
17549.0,698,2,64.14,42,3,United Kingdom,32.07,21.0,0,At-Risk Customers
17550.0,68,3,198.41,81,40,United Kingdom,66.13666666666667,27.0,1,Recent Engaged Customers
17551.0,698,1,281.84,141,38,United Kingdom,281.84,141.0,0,At-Risk Customers
17552.0,62,4,859.27,585,40,United Kingdom,214.8175,146.25,1,Recent Engaged Customers
17554.0,31,5,1220.91,583,42,United Kingdom,244.182,116.6,1,Recent Engaged Customers
17555.0,101,2,471.81,347,100,United Kingdom,235.905,173.5,1,Recent Engaged Customers
17556.0,698,1,67.95,40,4,United Kingdom,67.95,40.0,0,At-Risk Customers
17557.0,698,3,532.96,305,26,United Kingdom,177.65333333333334,101.66666666666669,0,At-Risk Customers
17560.0,70,4,327.67,135,13,United Kingdom,81.9175,33.75,1,Recent Engaged Customers
17561.0,698,1,137.5,107,42,United Kingdom,137.5,107.0,0,At-Risk Customers
17562.0,64,7,1078.82,673,45,United Kingdom,154.11714285714285,96.14285714285714,1,Recent Engaged Customers
17564.0,698,3,434.11,144,36,United Kingdom,144.70333333333335,48.0,0,At-Risk Customers
17566.0,333,2,790.37,490,108,United Kingdom,395.185,245.0,0,At-Risk Customers
17567.0,124,8,2823.27,1637,102,United Kingdom,352.90875,204.625,1,Recent Engaged Customers
17569.0,40,1,242.6,118,24,United Kingdom,242.6,118.0,1,Recent Engaged Customers
17571.0,698,3,1077.27,779,225,United Kingdom,359.09,259.6666666666667,0,At-Risk Customers
17572.0,336,4,206.85,93,6,United Kingdom,51.712500000000006,23.25,0,At-Risk Customers
17573.0,61,3,336.44,212,22,United Kingdom,112.14666666666666,70.66666666666667,1,Recent Engaged Customers
17574.0,37,1,155.8,74,7,United Kingdom,155.8,74.0,1,Recent Engaged Customers
17576.0,4,19,2850.5,1650,222,United Kingdom,150.02631578947367,86.84210526315789,1,Recent Engaged Customers
17578.0,220,1,96.3,54,3,United Kingdom,96.3,54.0,1,Recent Engaged Customers
17579.0,213,3,427.65,256,44,United Kingdom,142.55,85.33333333333333,1,Recent Engaged Customers
17580.0,341,3,215.72,88,43,United Kingdom,71.90666666666667,29.33333333333333,0,At-Risk Customers
17581.0,67,24,8037.31,4656,212,United Kingdom,334.8879166666667,194.0,1,Recent Engaged Customers
17582.0,698,1,115.27,75,27,United Kingdom,115.27,75.0,0,At-Risk Customers
17584.0,247,2,771.7,306,23,United Kingdom,385.85,153.0,1,Recent Engaged Customers
17585.0,224,4,848.57,895,160,United Kingdom,212.1425,223.75,1,Recent Engaged Customers
17588.0,698,2,508.0,80,12,United Kingdom,254.0,40.0,0,At-Risk Customers
17589.0,34,4,2126.62,1331,165,United Kingdom,531.655,332.75,1,Recent Engaged Customers
17590.0,152,3,1332.19,705,153,United Kingdom,444.0633333333333,235.0,1,Recent Engaged Customers
17591.0,94,7,1572.97,903,70,United Kingdom,224.71,129.0,1,Recent Engaged Customers
17593.0,93,5,3172.13,2112,168,United Kingdom,634.426,422.4,1,Recent Engaged Customers
17594.0,698,2,993.18,550,42,United Kingdom,496.59,275.0,0,At-Risk Customers
17595.0,303,2,376.74,227,67,United Kingdom,188.37,113.5,0,At-Risk Customers
17596.0,154,7,1260.44,811,155,United Kingdom,180.06285714285715,115.85714285714286,1,Recent Engaged Customers
17597.0,67,1,1110.24,561,42,United Kingdom,1110.24,561.0,1,Recent Engaged Customers
17600.0,698,1,130.98000000000002,107,11,United Kingdom,130.98000000000002,107.0,0,At-Risk Customers
17601.0,698,1,108.45,67,8,United Kingdom,108.45,67.0,0,At-Risk Customers
17602.0,152,6,4311.93,3362,322,United Kingdom,718.6550000000001,560.3333333333334,1,Recent Engaged Customers
17603.0,698,1,144.72,72,10,United Kingdom,144.72,72.0,0,At-Risk Customers
17604.0,189,2,281.92,131,55,United Kingdom,140.96,65.5,1,Recent Engaged Customers
17608.0,183,2,191.99,229,54,United Kingdom,95.995,114.5,1,Recent Engaged Customers
17609.0,70,5,975.59,672,191,United Kingdom,195.118,134.4,1,Recent Engaged Customers
17611.0,37,15,3627.07,2237,424,United Kingdom,241.8046666666667,149.13333333333333,1,Recent Engaged Customers
17612.0,97,6,1783.09,1356,107,United Kingdom,297.1816666666667,226.0,1,Recent Engaged Customers
17613.0,162,14,4061.17,2207,202,United Kingdom,290.0835714285714,157.64285714285714,1,Recent Engaged Customers
17614.0,698,1,354.67,232,94,United Kingdom,354.67,232.0,0,At-Risk Customers
17615.0,337,3,210.95,89,11,United Kingdom,70.31666666666666,29.666666666666668,0,At-Risk Customers
17618.0,221,3,677.63,303,50,United Kingdom,225.8766666666667,101.0,1,Recent Engaged Customers
17619.0,698,1,214.37,124,71,United Kingdom,214.37,124.0,0,At-Risk Customers
17620.0,31,1,47.44,56,3,United Kingdom,47.44,56.0,1,Recent Engaged Customers
17621.0,698,3,757.7,270,20,United Kingdom,252.5666666666667,90.0,0,At-Risk Customers
17623.0,153,1,503.15,263,32,United Kingdom,503.15,263.0,1,Recent Engaged Customers
17624.0,220,2,747.43,544,44,United Kingdom,373.715,272.0,1,Recent Engaged Customers
17625.0,698,4,1990.55,1177,220,United Kingdom,497.6375,294.25,0,At-Risk Customers
17628.0,698,1,75.75,79,5,United Kingdom,75.75,79.0,0,At-Risk Customers
17629.0,33,8,1475.57,1173,96,United Kingdom,184.44625,146.625,1,Recent Engaged Customers
17630.0,698,2,298.9,144,17,United Kingdom,149.45,72.0,0,At-Risk Customers
17631.0,121,3,445.29,291,33,United Kingdom,148.43,97.0,1,Recent Engaged Customers
17633.0,33,4,1306.94,642,58,United Kingdom,326.735,160.5,1,Recent Engaged Customers
17634.0,36,9,1962.24,800,192,United Kingdom,218.02666666666667,88.88888888888889,1,Recent Engaged Customers
17636.0,698,1,285.56,182,20,United Kingdom,285.56,182.0,0,At-Risk Customers
17637.0,122,2,480.41,273,31,United Kingdom,240.205,136.5,1,Recent Engaged Customers
17639.0,130,1,60.2,44,4,United Kingdom,60.2,44.0,1,Recent Engaged Customers
17640.0,698,1,114.3,42,2,United Kingdom,114.3,42.0,0,At-Risk Customers
17642.0,3,2,667.29,438,34,United Kingdom,333.645,219.0,1,Recent Engaged Customers
17643.0,698,1,90.6,70,7,United Kingdom,90.6,70.0,0,At-Risk Customers
17644.0,33,11,2570.16,1537,98,United Kingdom,233.65090909090907,139.72727272727272,1,Recent Engaged Customers
17646.0,250,3,890.89,311,41,United Kingdom,296.9633333333333,103.66666666666669,1,Recent Engaged Customers
17647.0,215,1,82.11,25,4,United Kingdom,82.11,25.0,1,Recent Engaged Customers
17648.0,62,4,1433.1,450,65,United Kingdom,358.27500000000003,112.5,1,Recent Engaged Customers
17649.0,698,1,813.29,395,49,United Kingdom,813.29,395.0,0,At-Risk Customers
17650.0,698,1,166.08,150,8,United Kingdom,166.08,150.0,0,At-Risk Customers
17651.0,122,10,3703.13,2361,136,United Kingdom,370.313,236.1,1,Recent Engaged Customers
17652.0,62,12,4306.72,2140,105,United Kingdom,358.8933333333334,178.33333333333334,1,Recent Engaged Customers
17653.0,33,3,531.22,340,32,United Kingdom,177.07333333333335,113.33333333333331,1,Recent Engaged Customers
17654.0,161,1,80.65,37,19,United Kingdom,80.65,37.0,1,Recent Engaged Customers
17655.0,131,7,1724.04,708,55,United Kingdom,246.29142857142853,101.14285714285714,1,Recent Engaged Customers
